treated_permno,treated_accession,treated_td,treated_quarter,treated_sic2,treated_post,control_permno,match_group,mahalanobis_d2,control_logcap,control_logilliq,control_turnover,control_ret12m,control_idiovol
15542,0001104659-24-031033,2024-02-27,2024Q1,28,1,16099,0001104659-24-031033,0.021382582834839105,9.726001883963388,-0.4593398637981644,8.63856427980665,0.18185899645322934,0.06045797721878712
15542,0001104659-24-031033,2024-02-27,2024Q1,28,1,14133,0001104659-24-031033,0.027453483939766016,9.58637941569941,-0.2920527313249246,3.288615742476508,0.2655560003040591,0.04477799516778014
22767,0001213900-24-084092,2024-09-24,2024Q3,28,1,23426,0001213900-24-084092,0.04145389868526478,8.42807341148823,-1.2176728231638476,436.0294811639506,0.6210090204731387,0.12195298929762002
22767,0001213900-24-084092,2024-09-24,2024Q3,28,1,24079,0001213900-24-084092,0.21868782597829795,7.821193947587665,-1.0973215439442419,1086.5448842333528,-1.4781039428780787,0.08619422550021646
22767,0001213900-24-084092,2024-09-24,2024Q3,28,1,82215,0001213900-24-084092,0.26516563973459645,8.384943263079801,-0.8398360804170069,196.0858596410381,-0.4592070212820545,0.08395788402179316
17948,0001072613-22-000578,2022-09-21,2022Q3,28,0,14451,0001072613-22-000578,0.00628177415163026,12.681200156494688,-4.218894034736135,4.263328939794795,0.9710580223472789,0.050993080264118695
17948,0001072613-22-000578,2022-09-21,2022Q3,28,0,93085,0001072613-22-000578,0.006495156135935779,12.430386311992562,-3.911923341357397,6.077458752760413,0.23213703942019492,0.09031935025078322
17948,0001072613-22-000578,2022-09-21,2022Q3,28,0,82702,0001072613-22-000578,0.010821205199866358,12.782155391553093,-4.335335424034473,2.211372213828788,-0.5890170189086348,0.034156860636698406
10044,0001214659-24-015452,2024-08-05,2024Q3,20,1,90679,0001214659-24-015452,0.26847365366855713,9.54996050590853,-0.7936472560687371,6.530831630250016,1.2328279891517013,0.0448046351385032
89546,0001387131-22-011869,2022-11-18,2022Q4,13,0,77236,0001387131-22-011869,0.09093076728153779,11.840859425462444,-3.020969070981634,1.6632797371769332,0.4185199860949069,0.04142162228192451
88984,0001137547-23-000062,2023-06-01,2023Q2,60,0,23223,0001137547-23-000062,0.006248726870101897,11.604968951300291,-2.1019133633211773,0.13716133747031475,-0.15291399582929444,0.019293402540077966
88984,0001137547-23-000062,2023-06-01,2023Q2,60,0,18652,0001137547-23-000062,0.01797526023717552,11.649109710666345,-2.2085342853089913,0.03414163171106399,-0.1634280009311624,0.016874015928786235
88984,0001137547-23-000062,2023-06-01,2023Q2,60,0,89643,0001137547-23-000062,0.02576721932437087,11.763410527199948,-2.3620929801639563,0.10457854190299141,-0.002329001494217664,0.01757858412564227
24087,0001622627-24-000064,2024-11-12,2024Q4,38,1,18899,0001622627-24-000064,0.5460747068619555,9.682022591600473,0.8379356785030715,0.6819230262560062,-0.5992250011477154,0.028921286618595558
92220,0000914121-22-004079,2022-08-10,2022Q3,38,0,18910,0000914121-22-004079,0.026855780387720844,15.709065992381955,-8.25278599675503,0.2678833830296658,0.09280499123269692,0.018357155592299446
92220,0000914121-22-004079,2022-08-10,2022Q3,38,0,44329,0000914121-22-004079,0.058393402763038005,16.27947136723681,-8.61293991240889,0.03308005849060827,-0.1295589962592203,0.017990508497190694
92220,0000914121-22-004079,2022-08-10,2022Q3,38,0,86778,0000914121-22-004079,0.07164993786555973,15.74691418581966,-7.895904821477808,0.09499297287051871,-0.11984001356177032,0.021683609144282252
23998,0000897069-24-001972,2024-10-14,2024Q4,20,1,90679,0000897069-24-001972,0.038853053820082833,9.66140006764274,-0.9072227105023448,6.486786514534662,1.1816239897161722,0.05444286039400718
22562,0001068238-23-000182,2023-08-21,2023Q3,28,0,79702,0001068238-23-000182,0.00033509801389687186,10.272383070157707,-1.4569965568840078,2.886794424753876,-0.05797194823389873,0.05312813338881792
22562,0001068238-23-000182,2023-08-21,2023Q3,28,0,15287,0001068238-23-000182,0.0031189692374314583,10.25265881413475,-1.4807485782248109,1.0727362979314468,1.2624889824655838,0.10189951679086336
22562,0001068238-23-000182,2023-08-21,2023Q3,28,0,16903,0001068238-23-000182,0.010825913729769081,10.23868039965894,-1.5126838784142065,1.3784769147419067,-0.14445899687416386,0.06329546345052381
90423,0000038777-24-000072,2024-04-30,2024Q2,28,1,17977,0000038777-24-000072,0.026854598798782586,14.16913019119112,-7.313784538674257,18.7156570818567,-0.08155099675059319,0.04917945563397972
90423,0000038777-24-000072,2024-04-30,2024Q2,28,1,19004,0000038777-24-000072,0.029072350795574915,13.345998072087886,-6.399104309537588,0.9971394453448189,0.16643602165277116,0.047847387112447695
90423,0000038777-24-000072,2024-04-30,2024Q2,28,1,14690,0000038777-24-000072,0.033419501608495744,14.223952637160238,-7.39889414580513,3.166719475668889,0.7885090108029544,0.047763613268806814
22281,0001213900-23-045646,2023-05-02,2023Q2,38,0,21664,0001213900-23-045646,0.026747791329682847,9.271983768782748,-0.6143674971901523,10.7618799817041,-0.3093860015796963,0.03639713277349625
22281,0001213900-23-045646,2023-05-02,2023Q2,38,0,15496,0001213900-23-045646,0.10392458100465785,9.286901333090972,-0.8884462216832094,4.149916507941743,-0.9562660063966177,0.08080767456350188
22281,0001213900-23-045646,2023-05-02,2023Q2,38,0,77437,0001213900-23-045646,0.11216276085743675,9.425434009500254,-0.46607508868609904,1.3501412461072386,-1.1380639999406412,0.03722920021549421
86287,0001104659-22-023678,2022-02-11,2022Q1,60,0,36346,0001104659-22-023678,0.018075333185311064,14.022181579049063,-4.973030854463887,0.031102083534459365,0.026939004645100795,0.014796165214522504
86287,0001104659-22-023678,2022-02-11,2022Q1,60,0,16976,0001104659-22-023678,0.025133140177067366,13.341980462037645,-4.0828441471331045,0.015583103334656654,0.07815201381163206,0.015272055535885568
86287,0001104659-22-023678,2022-02-11,2022Q1,60,0,18049,0001104659-22-023678,0.02769458911318587,14.04279539430803,-4.923997396390795,0.11406477337376018,0.4371600037848111,0.019811028597493
37402,0000921895-22-000291,2022-01-27,2022Q1,50,0,87464,0000921895-22-000291,0.1008547263512729,12.383589009186615,-3.4258076468077787,0.9150007466130887,0.5353400128660724,0.03528362141958051
37402,0000921895-22-000291,2022-01-27,2022Q1,50,0,66852,0000921895-22-000291,0.15585743852893508,11.905426906686534,-3.4868938051569365,0.9065626959641084,0.6250750087783672,0.032385996979245435
37402,0000921895-22-000291,2022-01-27,2022Q1,50,0,83969,0000921895-22-000291,0.44382656202264315,12.33994908486923,-2.992223749675989,0.03779255375405669,-0.2029660014086403,0.016999573844202514
90476,0001628280-22-032652,2022-12-23,2022Q4,65,0,14127,0001628280-22-032652,0.09689568696136001,10.429748929727362,0.06480550179978357,0.15589626127677483,0.9200180425541475,0.058844895719474336
14258,0001013594-22-000528,2022-07-19,2022Q3,58,0,17677,0001013594-22-000528,0.021063918103934067,11.693347468755183,-1.2834798880361333,0.0012618414800457391,-0.22032199106797634,0.033054913491465346
14258,0001013594-22-000528,2022-07-19,2022Q3,58,0,84203,0001013594-22-000528,0.7161472824815771,11.611843673458399,-2.133143946215004,0.26990595353903896,-0.1665099881356582,0.033433417469646086
14258,0001013594-22-000528,2022-07-19,2022Q3,58,0,17323,0001013594-22-000528,0.7858557901301273,11.449321973223066,-1.967501523833026,8.096906064702805,-0.41433599943411537,0.05757872066198257
21723,0001140361-22-018827,2022-05-02,2022Q2,62,0,90454,0001140361-22-018827,0.13916455704747008,16.102320984564727,-8.757634187467682,0.0272079359690001,-0.5572810082085198,0.019196869012472702
21723,0001140361-22-018827,2022-05-02,2022Q2,62,0,93429,0001140361-22-018827,0.630818773725137,16.29142011502325,-8.577466724564186,0.04910111643186127,-0.12115600666584214,0.013541022665144821
16630,0000921895-24-002101,2024-08-30,2024Q3,73,1,20315,0000921895-24-002101,0.009854365118063434,13.396161943448961,-6.035333653767618,0.6715052444825115,0.06517800240544602,0.03727186536486159
16630,0000921895-24-002101,2024-08-30,2024Q3,73,1,17887,0000921895-24-002101,0.01993925840315367,13.158875579697604,-5.798481526669637,0.4568209147898525,0.05652001197449863,0.022078075367394704
16630,0000921895-24-002101,2024-08-30,2024Q3,73,1,92143,0000921895-24-002101,0.032729811181982774,13.714578997765479,-6.37165280060855,0.4610570600143581,-0.6680940045043826,0.02377797541625719
24471,0000921895-24-002467,2024-10-29,2024Q4,60,1,82812,0000921895-24-002467,0.06448829366441149,10.607099782943838,0.844809885924079,0.32135935216235834,0.2704930129402783,0.04294469775290374
24471,0000921895-24-002467,2024-10-29,2024Q4,60,1,13198,0000921895-24-002467,0.1389832387789847,11.01808899730294,-0.23974413020377858,0.09212393745075188,0.20943200873443857,0.025016553263032888
24471,0000921895-24-002467,2024-10-29,2024Q4,60,1,22280,0000921895-24-002467,0.2262703628296777,10.88810418685616,-0.18941619852599828,0.10865515134441112,0.06152698569349013,0.018701402139627534
23185,0000950170-23-028010,2023-06-12,2023Q2,61,0,21920,0000950170-23-028010,0.04607179467122475,9.716916981452759,-0.8460882931816399,4.38600065553781,0.19777504484954989,0.0732607742119408
92448,0001140361-22-024908,2022-07-01,2022Q3,36,0,79322,0001140361-22-024908,0.06894360219935065,10.40228998656062,0.5056703456280389,0.16656477507835216,0.23101600965674152,0.04075862935189742
22610,0000902664-24-003017,2024-04-18,2024Q2,73,1,78988,0000902664-24-003017,0.0018990221283483565,11.490887605402657,-2.3582589287007325,0.7026669234368736,-0.27683297730982304,0.027119321121769083
22610,0000902664-24-003017,2024-04-18,2024Q2,73,1,92172,0000902664-24-003017,0.00802459375237818,11.5994025659265,-2.536888419830679,1.6600817769353045,-0.42821200704202056,0.0416339801797085
22610,0000902664-24-003017,2024-04-18,2024Q2,73,1,14951,0000902664-24-003017,0.15254261813749342,11.519029298618184,-2.028398013863818,0.14575681463202447,0.06505900132469833,0.020452719900861546
49322,0001010549-22-000186,2022-07-27,2022Q3,65,0,51925,0001010549-22-000186,0.10207923055779072,12.130332958237696,-1.3674004931499202,0.042541208368653376,-0.05923501175129786,0.01993146073945782
17105,0001072613-22-000489,2022-07-06,2022Q3,28,0,15287,0001072613-22-000489,0.0022235435970236355,10.360677878406177,-1.6788449549147046,33.298953495235025,-0.9915440279146424,0.06998691831278879
17105,0001072613-22-000489,2022-07-06,2022Q3,28,0,15486,0001072613-22-000489,0.0038527748930880165,10.19038681867498,-1.4740626256145355,27.076237355691642,-1.2806469663628377,0.06207641343264382
17105,0001072613-22-000489,2022-07-06,2022Q3,28,0,89369,0001072613-22-000489,0.014004702311970822,10.125317040847605,-1.4470238947687293,11.29459701884859,-1.1832419817801565,0.054785841522027263
21321,0001213900-22-001360,2021-12-29,2021Q4,38,0,18907,0001213900-22-001360,0.05991688040836745,12.735331577149308,-6.812035332608599,26.03901197595338,-0.9914310013700742,0.049735168760565836
19352,0001140361-23-033518,2023-06-26,2023Q2,36,0,23415,0001140361-23-033518,0.03966236186745404,10.063752644048165,-1.7340117007572735,3.4129081329275324,0.09677299062968814,0.0840709765522122
19352,0001140361-23-033518,2023-06-26,2023Q2,36,0,16012,0001140361-23-033518,0.059191024735170156,9.42355964009798,-1.1970192110746596,22.708276045417556,-1.0166230173708755,0.05023936534024771
19352,0001140361-23-033518,2023-06-26,2023Q2,36,0,80274,0001140361-23-033518,0.5376542145443969,9.868299138725673,-0.7910864988260503,11.07451188220262,-0.19255798010271974,0.052212095679305695
15631,0000899140-24-000506,2024-04-22,2024Q2,28,1,19142,0000899140-24-000506,0.02455344845980729,9.451587068068209,0.7877288498624696,301.20390593846656,1.0120689371105982,0.12488780472524523
15631,0000899140-24-000506,2024-04-22,2024Q2,28,1,78091,0000899140-24-000506,0.037360906995118286,9.55054634381049,1.0091126067904157,1.4292434811662842,-0.32418497694743564,0.041813755479196774
15631,0000899140-24-000506,2024-04-22,2024Q2,28,1,19997,0000899140-24-000506,0.16686157439472987,9.352015266100578,1.4585706468459283,1.4986436488947148,-0.26069500227458775,0.050866606807907395
58836,0001587987-23-000044,2022-12-31,2022Q4,60,0,77379,0001587987-23-000044,0.019652919670338685,13.231361915426493,-5.270776088771298,0.0719471088979624,0.07810799955041148,0.015555322773693963
58836,0001587987-23-000044,2022-12-31,2022Q4,60,0,16676,0001587987-23-000044,0.022571864686895045,12.579103951876773,-4.491100487420681,0.21763724503941284,0.0463800048455596,0.015590002408509272
58836,0001587987-23-000044,2022-12-31,2022Q4,60,0,91015,0001587987-23-000044,0.0359183257118923,12.627186930688312,-4.331808118319262,0.16476985073879213,-0.06529099127510563,0.016760852364023585
92807,0001437749-24-012669,2024-04-18,2024Q2,60,1,22671,0001437749-24-012669,0.018690057631828703,10.839009179671395,0.12127762181780381,0.07740150257560387,0.05331700070746592,0.008756783789110522
92807,0001437749-24-012669,2024-04-18,2024Q2,60,1,13198,0001437749-24-012669,0.07875167026168882,10.7148872141013,0.43930592929166173,0.06778815843086178,-0.06667299301625462,0.01630555662123904
92807,0001437749-24-012669,2024-04-18,2024Q2,60,1,89741,0001437749-24-012669,0.1508977151886528,10.622426741129745,-0.10283923972909839,0.2428052942759188,0.41684400884696515,0.02144416304086588
18075,0000921895-22-000091,2021-12-28,2021Q4,35,0,60468,0000921895-22-000091,0.09092918221475373,11.789884247913253,-2.705165482894041,0.22982057867294645,-0.0700849987915717,0.017813619824919837
18075,0000921895-22-000091,2021-12-28,2021Q4,35,0,77624,0000921895-22-000091,0.16632225948352358,11.230030980375078,-2.6782360038371125,2.5628975727221865,-0.6685620347270742,0.08709675069981311
18075,0000921895-22-000091,2021-12-28,2021Q4,35,0,52250,0000921895-22-000091,0.58223213885322,11.886923435121975,-2.3512609887206497,0.08428386821128374,-0.04409699363168329,0.017054291623557583
12577,0000950142-22-001358,2022-04-04,2022Q2,28,0,56945,0000950142-22-001358,0.0011996640838468843,12.717549107455055,-4.352535639561686,0.1803849658063333,0.0007800002349540591,0.018796869516547045
12577,0000950142-22-001358,2022-04-04,2022Q2,28,0,19462,0000950142-22-001358,0.00319299872797649,12.577308562087678,-4.136152544603184,1.0215428810315157,-1.3443400054238737,0.039368934922362674
12577,0000950142-22-001358,2022-04-04,2022Q2,28,0,13202,0000950142-22-001358,0.010139635735834604,12.547384225048292,-4.058227776436398,6.35768368728266,-0.6151840114034712,0.04083667842781906
14158,0001104659-24-101777,2024-09-20,2024Q3,28,1,22537,0001104659-24-101777,0.03839212005696741,8.37758623702982,0.9027102609896401,1.3446383960797177,-0.15935298726799374,0.04628632294800765
13730,0001140361-24-042733,2024-09-30,2024Q3,29,1,16338,0001140361-24-042733,0.3910619680588779,15.495589627515901,-8.241492131676477,0.23199925738623828,0.16475700025330298,0.013808550831054964
11636,0000921895-23-000284,2023-01-25,2023Q1,28,0,14603,0000921895-23-000284,0.010696211566418052,12.644169886609584,-4.869817693123343,0.6335259156468722,-0.13489899464184418,0.021873381350296796
11636,0000921895-23-000284,2023-01-25,2023Q1,28,0,91186,0000921895-23-000284,0.011658997478278636,12.956565289101947,-5.412288049323136,1.185642507581039,-0.18984701426234096,0.03103940086223603
11636,0000921895-23-000284,2023-01-25,2023Q1,28,0,86444,0000921895-23-000284,0.01685416572318063,12.960298180248582,-5.443171248743911,11.84370827724334,0.10560101689770818,0.050449883675687264
22085,0000921895-24-001846,2024-08-08,2024Q3,58,1,18898,0000921895-24-001846,0.007501134760292125,13.221397215778916,-6.209464016262276,0.26097096100450884,0.01311896775587229,0.04124544132542053
22085,0000921895-24-001846,2024-08-08,2024Q3,58,1,76732,0000921895-24-001846,0.2717741574699475,13.125839030318911,-6.68583215939951,0.6977304193886188,-0.20845199655741453,0.021238596527301215
22085,0000921895-24-001846,2024-08-08,2024Q3,58,1,22204,0000921895-24-001846,0.3739539008407895,13.719040901226291,-6.3187536469687515,0.5802415045615456,-0.13323500502156094,0.023101439107863376
86290,0001104659-24-066057,2024-05-28,2024Q2,35,1,92583,0001104659-24-066057,0.07534538186500306,10.240015144768048,-0.026331185161624294,0.24401787461803273,0.31110301904300286,0.04249267786593358
86290,0001104659-24-066057,2024-05-28,2024Q2,35,1,79280,0001104659-24-066057,0.8807423055918482,10.765690351814419,-0.01999744435738982,0.11506029857893886,-0.11632601220844663,0.04433163228654823
20195,0001193125-22-307453,2022-12-08,2022Q4,73,0,83916,0001193125-22-307453,0.011630440809646037,14.640004371298032,-5.7549852339512295,0.06579284994986309,-0.46891899227921385,0.02283013569853195
20195,0001193125-22-307453,2022-12-08,2022Q4,73,0,21352,0001193125-22-307453,0.01420733619848489,14.544914689068781,-5.546804430509719,0.25611529794365284,-0.31574500270653516,0.028228333137275827
20195,0001193125-22-307453,2022-12-08,2022Q4,73,0,22003,0001193125-22-307453,0.06972569517747963,14.809009056090968,-6.14556548108965,0.16462678399814246,-0.21975701011251658,0.022185137128235864
79734,0001013594-24-000674,2024-08-19,2024Q3,60,1,89279,0001013594-24-000674,0.014817504858319362,11.574152258386125,-1.4462855110800155,0.05715347807328573,-0.15523598463914823,0.022484788291612018
79734,0001013594-24-000674,2024-08-19,2024Q3,60,1,24286,0001013594-24-000674,0.05480773046481511,11.37043289783035,-1.53919309201248,0.15817297109890535,0.048519999472773634,0.011393693128061181
79734,0001013594-24-000674,2024-08-19,2024Q3,60,1,17117,0001013594-24-000674,0.11281075724923828,11.66274604055577,-1.9848874462178052,0.11510883603468598,-0.15727999922819436,0.02076319058052998
12591,0000950142-22-000248,2022-01-01,2022Q1,62,0,90454,0000950142-22-000248,0.06623088970217375,16.563815387545063,-8.922996465603296,0.016611715991679907,-0.18234001289965818,0.016628274586775585
12591,0000950142-22-000248,2022-01-01,2022Q1,62,0,69649,0000950142-22-000248,0.44356565096753414,16.835569660144667,-8.843406013189473,0.043922920516226795,0.16541800339473411,0.011071483967849616
20336,0001214659-24-014893,2024-08-19,2024Q3,73,1,10257,0001214659-24-014893,0.001717629188988388,11.866376457558191,-2.9853215626572536,0.3743173908991845,-0.29536200378788635,0.02589482726924977
20336,0001214659-24-014893,2024-08-19,2024Q3,73,1,22266,0001214659-24-014893,0.014794204361368064,12.06042384706932,-3.2497226385784526,7.384004067815485,0.22532700328156352,0.06220108153770576
20336,0001214659-24-014893,2024-08-19,2024Q3,73,1,90548,0001214659-24-014893,0.030161047777893697,11.744693161210972,-3.0107610637084554,0.8536266639269404,0.07106699445284903,0.020417147491889366
92029,0000902664-24-005842,2024-10-07,2024Q4,34,1,13249,0000902664-24-005842,0.025981316760616407,13.466878724177267,-5.730399073829566,0.2983806858375214,-0.2340340041264426,0.020821186575967137
92029,0000902664-24-005842,2024-10-07,2024Q4,34,1,18856,0000902664-24-005842,0.16301817838096921,13.973713066606654,-5.884883369701443,0.19908213203849612,-0.007295010349480435,0.052457652464309126
92029,0000902664-24-005842,2024-10-07,2024Q4,34,1,84438,0000902664-24-005842,0.2822440984384713,14.268474202799373,-6.138407099022241,0.14727038679975749,0.1569439945742488,0.022151127149393386
20588,0001104659-23-093555,2023-08-08,2023Q3,28,0,23509,0001104659-23-093555,0.012821498167256477,10.872641286162354,-0.28294570493539484,23.611669531947427,-0.003996989587903954,0.07728522536096526
20588,0001104659-23-093555,2023-08-08,2023Q3,28,0,90682,0001104659-23-093555,0.02000269858227877,10.805005908160839,-0.18945856470720163,0.5405907251236491,0.2842489858157933,0.05242213428016704
20588,0001104659-23-093555,2023-08-08,2023Q3,28,0,90604,0001104659-23-093555,0.023337017966066693,10.81936699984438,-0.30379455248272724,6.524109078518634,0.3249760268081445,0.055732033089030596
22360,0000904853-23-000005,2023-03-01,2023Q1,67,0,49330,0000904853-23-000005,0.015868174432188995,13.942395247617794,-5.289160740455978,0.0075263932755513414,0.09514700455474667,0.013662159837963553
22360,0000904853-23-000005,2023-03-01,2023Q1,67,0,16813,0000904853-23-000005,0.034007074854362364,13.439507291086407,-4.851936350298099,0.6647271021742773,0.10600900440476835,0.02411117531136884
22360,0000904853-23-000005,2023-03-01,2023Q1,67,0,22080,0000904853-23-000005,0.0432341730041162,13.984061060896472,-5.489929724296445,0.23217228296175607,0.12297299539204687,0.019712366988371713
91086,0000902664-22-003257,2022-06-02,2022Q2,28,0,14046,0000902664-22-003257,0.06272192834110767,9.083776648667254,-1.4712321470106546,176.15175154920183,-1.0997970117023215,0.07167870295924332
91086,0000902664-22-003257,2022-06-02,2022Q2,28,0,15510,0000902664-22-003257,0.2104423276611025,8.530227869686692,-0.5269886772632214,33.94670427605959,-0.8958650092827156,0.0941677070429943
91086,0000902664-22-003257,2022-06-02,2022Q2,28,0,14458,0000902664-22-003257,1.0688543013027267,8.201004642833517,-1.5786969056560476,863.4733147678438,-1.9324890124844387,0.10955366636840669
21927,0001140361-24-017051,2024-03-25,2024Q1,73,1,10517,0001140361-24-017051,0.01123011735669034,14.169777230343557,-6.471699328593527,0.34104805266626215,0.05334900307934731,0.02463492514647041
21927,0001140361-24-017051,2024-03-25,2024Q1,73,1,13816,0001140361-24-017051,0.011610783864137686,13.82907912717033,-5.976808846727682,0.31944120319992375,-0.19842299286392517,0.024713117032816853
21927,0001140361-24-017051,2024-03-25,2024Q1,73,1,79249,0001140361-24-017051,0.016056760609786287,13.583812281610903,-5.782642290461178,0.042268685375086025,0.33686100116028683,0.012177668758606961
83391,0001095449-24-000098,2024-11-13,2024Q4,73,1,23252,0001095449-24-000098,0.23220967184016233,8.87978976783036,0.6981473393706402,8.768226487861375,-0.3495529382562381,0.0964878253557458
83391,0001095449-24-000098,2024-11-13,2024Q4,73,1,19811,0001095449-24-000098,0.32598441484458274,8.866677544912708,0.6220309185889705,2.6419663894589798,0.5860540092980955,0.06753375369175828
88542,0000919574-23-003607,2023-06-06,2023Q2,35,0,52250,0000919574-23-003607,0.010172901582536755,12.063854143281052,-2.8643813551285064,0.1880416390104253,0.4832060018670745,0.02442540413250527
88542,0000919574-23-003607,2023-06-06,2023Q2,35,0,65008,0000919574-23-003607,0.018389225460752327,11.736215405569004,-2.4786278176162724,0.2956954158792203,0.09937400597846135,0.03369947708280665
88542,0000919574-23-003607,2023-06-06,2023Q2,35,0,60468,0000919574-23-003607,0.08291458824852042,11.678231576664539,-2.749424512097327,0.25433445164942714,0.2786069947760552,0.026873334042709217
20297,0001513162-22-000005,2022-01-10,2022Q1,28,0,20288,0001513162-22-000005,0.0034347977712614283,10.495078084664408,-2.3305349117627063,3.55685251850369,-0.5993689866736531,0.043100751693392565
20297,0001513162-22-000005,2022-01-10,2022Q1,28,0,85744,0001513162-22-000005,0.009066628423529219,10.584828057801232,-2.3207492933474736,23.072433742756782,-0.7154790066415444,0.03513791929581159
20297,0001513162-22-000005,2022-01-10,2022Q1,28,0,17951,0001513162-22-000005,0.020861775791026452,10.916734563195439,-2.7255108063761457,3.954465529218342,0.3742399562615901,0.046975181265187696
80924,0001104659-24-098259,2024-09-09,2024Q3,48,1,14988,0001104659-24-098259,0.6268380558282475,15.837254446323035,-8.124089215310482,0.15084457472773938,-0.21316200419096276,0.024742431904372513
19356,0000902664-22-003160,2022-05-18,2022Q2,28,0,75860,0000902664-22-003160,0.003680940680791932,13.649288592448466,-6.012467522476847,3.209001816157699,-0.23435298050753772,0.04349354954932938
19356,0000902664-22-003160,2022-05-18,2022Q2,28,0,13825,0000902664-22-003160,0.004402527432112339,13.859103037544157,-6.204191841234621,0.1646773148888283,0.0007020016200840473,0.035902361298824036
19356,0000902664-22-003160,2022-05-18,2022Q2,28,0,15658,0000902664-22-003160,0.006003607012069028,13.6572435878264,-5.8900287064116,0.36160550852602646,-0.3599459645920433,0.04362344758541834
91472,0001157523-23-000269,2022-12-31,2022Q4,60,0,88183,0001157523-23-000269,0.207508782248235,11.830415313521359,-0.2863966342105878,0.0341500131143977,0.11325099688838236,0.028117912628384235
91472,0001157523-23-000269,2022-12-31,2022Q4,60,0,89202,0001157523-23-000269,0.9028890789320222,11.657168655883732,-0.5581225610966426,0.023378810843769703,-0.1352939992921165,0.01925734210475274
19556,0000919574-23-000087,2023-01-04,2023Q1,80,0,21026,0000919574-23-000087,0.1361025362667202,11.740906894855245,-2.008651018915562,2.4153868380619583,-1.2533459663391113,0.04978943164332742
66325,0000921895-22-000821,2022-02-28,2022Q1,61,0,14229,0000921895-22-000821,0.15248708384931184,15.723162274953886,-8.538003027161318,0.21339399683189936,0.050416999525623396,0.015646353165478327
66325,0000921895-22-000821,2022-02-28,2022Q1,61,0,89002,0000921895-22-000821,0.5452181069819171,15.045072641047975,-8.047971586863364,0.26937342053875274,-0.11325899371877313,0.021162253156059154
84607,0001062993-22-010017,2022-04-01,2022Q2,36,0,14145,0001062993-22-010017,0.027709775712689025,11.407022135348889,-3.831595365669071,3.7566515699360887,-0.6418109732912853,0.04106001772274076
84607,0001062993-22-010017,2022-04-01,2022Q2,36,0,16392,0001062993-22-010017,0.272612057156775,12.085297431519695,-4.214733643664801,1.906479517423591,0.7743600448011421,0.06435457717984734
84607,0001062993-22-010017,2022-04-01,2022Q2,36,0,17270,0001062993-22-010017,0.78630137222339,12.222066853524472,-4.025336610544944,2.555380957575979,-0.22473000519676134,0.056472341218711544
78876,0001214659-22-011485,2022-09-23,2022Q3,38,0,90179,0001214659-22-011485,0.017750722112301644,13.659198163314239,-5.239933748791702,0.25400374463198955,0.03295599541161209,0.021630594006999137
78876,0001214659-22-011485,2022-09-23,2022Q3,38,0,91503,0001214659-22-011485,0.02050916023416394,13.897874311464188,-5.500089804635684,0.08596528418806174,0.11168900295160711,0.01700114192221425
78876,0001214659-22-011485,2022-09-23,2022Q3,38,0,80050,0001214659-22-011485,0.025997335793151402,13.436680798502387,-4.975668325487818,0.06422127673319762,0.22777300191228278,0.021991742219157045
24814,0001520138-24-000357,2024-10-14,2024Q4,28,1,90682,0001520138-24-000357,0.01651807300489201,10.460672388099676,-0.041215513875303686,1.0592053224955285,-0.015518991131102666,0.04456979916719394
24814,0001520138-24-000357,2024-10-14,2024Q4,28,1,15863,0001520138-24-000357,0.03776640225118744,10.612925318032055,-0.16290731210848045,0.7619291700275307,0.08954798663035035,0.03194435046128467
24814,0001520138-24-000357,2024-10-14,2024Q4,28,1,24591,0001520138-24-000357,0.05048135335537107,10.222780204389512,0.04058532333034346,0.7790076595976538,-0.17228599404916167,0.08305715232049782
26084,0001815572-23-000003,2023-03-03,2023Q1,73,0,78988,0001815572-23-000003,0.024389941846599966,11.433124394766674,-1.6596714347157184,0.9342661605566178,0.6307680119934957,0.033670790336814756
26084,0001815572-23-000003,2023-03-03,2023Q1,73,0,12380,0001815572-23-000003,0.04679189816180679,11.614291272394908,-1.5507399344884478,0.24223731388235017,0.33559600223088637,0.02634199539124657
26084,0001815572-23-000003,2023-03-03,2023Q1,73,0,89941,0001815572-23-000003,0.09410740095138881,11.261058312536896,-1.5867109017193906,0.5679786518690696,-0.1412329871673137,0.035138252943516524
17043,0001140361-22-021048,2022-05-19,2022Q2,39,0,86092,0001140361-22-021048,0.17400837701204205,13.627500339371883,-5.200580291118273,0.28605094661205455,-0.11763300918391906,0.022308020272975515
21121,0000950142-24-001384,2024-05-13,2024Q2,73,1,81584,0000950142-24-001384,0.006229051455147998,15.147472062535963,-7.471369610755104,0.08560126806368859,0.30903800411033444,0.012445488984029104
21121,0000950142-24-001384,2024-05-13,2024Q2,73,1,21345,0000950142-24-001384,0.008140006645564421,14.810404644601919,-6.966414563745574,1.779723348942694,0.022613011300563812,0.03098765080779499
21121,0000950142-24-001384,2024-05-13,2024Q2,73,1,14516,0000950142-24-001384,0.008716233715649068,15.11898902509823,-7.299386592140433,0.22582156367373232,0.6331350039981771,0.022449810842154926
21297,0001104659-23-065438,2023-05-26,2023Q2,48,0,89297,0001104659-23-065438,0.021106614748106548,14.918457548224136,-7.28511269270247,0.09282798518766695,0.22367500023392495,0.01695785962177159
