cik,name,event_date,form,accession,route,confirm_detail
0001821160,Guild Holdings Co,2021-07-02,8-K,0001821160-21-000027,A,8k-text:merger:1;via-primary
0001821169,"Global SPAC Partners Co,",2022-02-11,8-K,0001213900-22-006738,A,8k-text:merger:1;via-primary
0001821175,Motorsport Games Inc.,2021-04-20,8-K,0001493152-21-009203,A,8k-text:merger:1;via-primary
0001821769,Navitas Semiconductor Corp,2021-05-07,8-K,0001193125-21-154315,A,8k-text:merger:3;target:2;acquirer:2;defence:1;via-primary
0001821769,Navitas Semiconductor Corp,2021-08-23,8-K,0001193125-21-253433,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001821769,Navitas Semiconductor Corp,2021-10-25,8-K,0001193125-21-306726,A,8k-text:merger:3;target:3;acquirer:2;defence:1;nonmerger:2;via-primary
0001821769,Navitas Semiconductor Corp,2026-08-25,8-K,0001104659-26-100478,A,8k-text:merger:3;via-primary
0001821850,Sunlight Financial Holdings Inc.,2021-01-25,8-K,0001213900-21-003877,A,8k-text:merger:1;target:2;acquirer:2;defence:1;via-primary
0001821850,Sunlight Financial Holdings Inc.,2021-07-15,8-K,0001104659-21-092678,A,8k-text:merger:1;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001822145,Presto Automation Inc.,2022-04-04,8-K,0001213900-22-017828,A,8k-text:merger:3;via-primary
0001822145,Presto Automation Inc.,2022-09-27,8-K,0001213900-22-059478,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:1;via-primary
0001822691,"GreenLight Biosciences Holdings, PBC",2021-08-10,8-K,0001193125-21-242031,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001822691,"GreenLight Biosciences Holdings, PBC",2022-02-07,8-K,0001193125-22-029805,A,8k-text:merger:1;target:3;acquirer:3;defence:1;nonmerger:5;via-primary
0001822711,"PARDES BIOSCIENCES, INC.",2021-06-29,8-K,0001213900-21-034552,A,8k-text:merger:3;target:1;acquirer:2;defence:1;via-primary
0001822711,"PARDES BIOSCIENCES, INC.",2021-11-09,8-K,0001213900-21-057762,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001822966,NUSCALE POWER Corp,2021-03-26,8-K,0001104659-21-042008,A,8k-text:merger:4;target:1;acquirer:1;defence:2;via-primary
0001822966,NUSCALE POWER Corp,2021-12-14,8-K,0001104659-21-149612,A,8k-text:merger:3;target:1;acquirer:2;defence:2;via-primary
0001822966,NUSCALE POWER Corp,2022-01-04,8-K,0001104659-22-000702,A,8k-text:merger:3;via-primary
0001822966,NUSCALE POWER Corp,2022-03-30,8-K,0001104659-22-039617,A,8k-text:merger:3;via-primary
0001822966,NUSCALE POWER Corp,2022-04-06,8-K,0001104659-22-043248,A,8k-text:merger:3;via-primary
0001822966,NUSCALE POWER Corp,2022-04-15,8-K,0001104659-22-046462,A,8k-text:merger:3;via-primary
0001823144,"CompoSecure, Inc.",2021-04-19,8-K,0001104659-21-051686,A,8k-text:merger:1;target:1;acquirer:3;defence:1;nonmerger:1;via-primary
0001823144,"CompoSecure, Inc.",2021-05-25,8-K,0001104659-21-071886,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001823144,"CompoSecure, Inc.",2021-12-29,8-K,0001104659-21-154308,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:5;via-primary
0001823466,"FiscalNote Holdings, Inc.",2021-11-08,8-K,0001104659-21-135294,A,8k-text:merger:3;target:3;acquirer:1;defence:1;via-primary
0001823466,"FiscalNote Holdings, Inc.",2022-08-02,8-K,0001193125-22-210160,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001823466,"FiscalNote Holdings, Inc.",2025-03-28,8-K,0001193125-25-067154,A,8k-text:merger:2;via-primary
0001823575,"ZeroFox Holdings, Inc.",2022-08-09,8-K,0001193125-22-216315,A,8k-text:merger:1;target:3;acquirer:1;defence:2;nonmerger:5;via-primary
0001823652,"Eve Holding, Inc.",2021-12-27,8-K,0001193125-21-366646,A,8k-text:merger:1;via-primary
0001823652,"Eve Holding, Inc.",2022-02-04,8-K,0001193125-22-027582,A,8k-text:merger:1;via-primary
0001823652,"Eve Holding, Inc.",2022-03-15,8-K,0001193125-22-076009,A,8k-text:merger:1;via-primary
0001823652,"Eve Holding, Inc.",2022-03-18,8-K,0001193125-22-079442,A,8k-text:merger:1;via-primary
0001824403,"Reservoir Media, Inc.",2021-04-15,8-K,0001104659-21-050411,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001824403,"Reservoir Media, Inc.",2021-07-28,8-K,0001104659-21-097058,A,8k-text:merger:3;target:3;acquirer:2;defence:1;nonmerger:1;via-primary
0001824502,Archer Aviation Inc.,2021-02-10,8-K,0001213900-21-007940,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001824502,Archer Aviation Inc.,2021-09-22,8-K,0001104659-21-118389,A,8k-text:merger:1;target:1;acquirer:2;defence:1;nonmerger:3;via-primary
0001825079,"Velo3D, Inc.",2021-10-05,8-K,0001628280-21-019670,A,8k-text:merger:1;target:1;acquirer:2;defence:2;nonmerger:1;via-primary
0001825590,SL Investment Corp.,2024-05-28,8-K,0001104659-24-065594,A,8k-text:merger:3;via-primary
0001825962,Kismet Acquisition Two Corp.,2024-01-17,8-K,0001213900-24-004195,A,8k-text:merger:1;target:1;acquirer:1;via-primary
0001826000,"Latch, Inc.",2021-01-25,8-K,0001193125-21-015400,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001826000,"Latch, Inc.",2021-06-10,8-K,0001193125-21-187247,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0001826011,"Banzai International, Inc.",2022-12-08,8-K,0001213900-22-078344,A,8k-text:merger:4;target:2;acquirer:3;defence:1;via-primary
0001826011,"Banzai International, Inc.",2023-08-07,8-K,0001213900-23-063838,A,8k-text:merger:4;target:2;acquirer:1;defence:1;via-primary
0001826011,"Banzai International, Inc.",2023-12-20,8-K,0001193125-23-300033,A,8k-text:merger:3;target:1;acquirer:2;defence:2;nonmerger:1;via-primary
0001826018,"ROVER GROUP, INC.",2021-08-05,8-K,0001564590-21-041713,A,8k-text:merger:1;target:1;acquirer:1;defence:2;nonmerger:1;via-primary
0001826018,"ROVER GROUP, INC.",2023-11-29,8-K,0001826018-23-000064,A,8k-text:merger:4;target:3;acquirer:1;via-primary
0001826667,"TriSalus Life Sciences, Inc.",2022-03-10,8-K,0001104659-22-032238,A,8k-text:merger:1;via-primary
0001826667,"TriSalus Life Sciences, Inc.",2022-11-14,8-K,0001104659-22-117666,A,8k-text:merger:4;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001826667,"TriSalus Life Sciences, Inc.",2023-06-08,8-K,0001104659-23-069137,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001826667,"TriSalus Life Sciences, Inc.",2023-06-15,8-K,0001104659-23-071602,A,8k-text:merger:2;via-primary
0001826667,"TriSalus Life Sciences, Inc.",2023-07-06,8-K,0001104659-23-078462,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001826671,KLUDEIN I ACQUISITION CORP,2022-11-25,8-K,0001213900-22-075258,A,8k-text:merger:2;via-primary
0001826681,Sarcos Technology & Robotics Corp,2021-04-06,8-K,0001213900-21-020283,A,8k-text:merger:3;target:1;acquirer:2;defence:1;via-primary
0001826681,Sarcos Technology & Robotics Corp,2021-08-30,8-K,0001564590-21-046200,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001826681,Sarcos Technology & Robotics Corp,2021-09-30,8-K,0001564590-21-049662,A,8k-text:text-truncated:primary-truncated
0001827075,CVENT HOLDING CORP.,2021-12-14,8-K,0001193125-21-356938,A,8k-text:merger:1;target:2;acquirer:2;defence:1;nonmerger:2;via-primary
0001827506,"Talaris Therapeutics, Inc.",2023-06-22,8-K,0001193125-23-171895,A,8k-text:merger:3;via-primary
0001827821,"Forge Global Holdings, Inc.",2021-09-13,8-K,0001104659-21-114905,A,8k-text:merger:4;target:1;acquirer:2;defence:1;via-primary
0001827821,"Forge Global Holdings, Inc.",2025-07-02,8-K,0001628280-25-034080,A,8k-text:merger:3;via-primary
0001827871,"Electriq Power Holdings, Inc.",2022-11-14,8-K,0001193125-22-283858,A,8k-text:merger:2;target:3;acquirer:2;defence:1;nonmerger:1;via-primary
0001827871,"Electriq Power Holdings, Inc.",2022-12-23,8-K,0001193125-22-311835,A,8k-text:merger:1;via-primary
0001827871,"Electriq Power Holdings, Inc.",2023-03-23,8-K,0001193125-23-077003,A,8k-text:merger:1;via-primary
0001827871,"Electriq Power Holdings, Inc.",2023-07-24,8-K,0001193125-23-191914,A,8k-text:merger:1;via-primary
0001827871,"Electriq Power Holdings, Inc.",2023-08-04,8-K,0001193125-23-203886,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001827899,Crown PropTech Acquisitions,2025-07-03,8-K,0001213900-25-061254,A,8k-text:merger:1;via-primary
0001827899,Crown PropTech Acquisitions,2026-02-17,8-K,0001213900-26-016858,A,8k-text:merger:1;via-primary
0001827899,Crown PropTech Acquisitions,2026-05-21,8-K,0001213900-26-059855,A,8k-text:merger:1;via-primary
0001828105,Hippo Holdings Inc.,2021-08-05,8-K,0001193125-21-237966,A,8k-text:merger:3;target:3;acquirer:3;defence:1;nonmerger:2;via-primary
0001828108,"Aurora Innovation, Inc.",2021-07-15,8-K,0001193125-21-215991,A,8k-text:merger:3;target:3;acquirer:1;defence:1;via-primary
0001828536,"Energy Vault Holdings, Inc.",2022-02-14,8-K,0001104659-22-023106,A,8k-text:merger:3;target:1;acquirer:3;defence:1;nonmerger:3;via-primary
0001828536,"Energy Vault Holdings, Inc.",2022-07-12,8-K,0001828536-22-000029,A,8k-text:merger:2;via-primary
0001828672,"Boxed, Inc.",2021-12-14,8-K,0001104659-21-149546,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:5;via-primary
0001828852,"Mondee Holdings, Inc.",2022-07-20,8-K,0001104659-22-080993,A,8k-text:merger:1;target:3;acquirer:1;defence:1;nonmerger:1;via-primary
0001828972,"BuzzFeed, Inc.",2021-06-24,8-K,0001104659-21-085218,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:2;via-primary
0001828972,"BuzzFeed, Inc.",2021-12-09,8-K,0001104659-21-148188,A,8k-text:merger:3;target:3;acquirer:1;defence:1;nonmerger:3;via-primary
0001829280,Forian Inc.,2023-07-27,8-K,0001140361-23-036510,A,8k-text:merger:1;via-primary
0001829797,Pioneer Merger Corp.,2021-05-27,8-K,0001104659-21-072713,A,8k-text:merger:2;target:1;acquirer:1;defence:1;via-primary
0001829797,Pioneer Merger Corp.,2022-01-18,8-K,0001104659-22-004709,A,8k-text:merger:1;via-primary
0001829802,"Sensei Biotherapeutics, Inc.",2026-02-18,8-K,0001193125-26-056135,A,8k-text:merger:3;target:1;acquirer:4;defence:1;nonmerger:1;via-primary
0001829864,"TaskUs, Inc.",2025-05-09,8-K,0000950157-25-000390,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001829953,Corner Growth Acquisition Corp.,2024-01-02,8-K,0001104659-24-000411,A,8k-text:merger:1;via-primary
0001830029,GRIID Infrastructure Inc.,2021-11-30,8-K,0001193125-21-342985,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001830029,GRIID Infrastructure Inc.,2022-08-26,8-K,0001193125-22-231322,A,8k-text:merger:2;via-primary
0001830029,GRIID Infrastructure Inc.,2024-07-02,8-K,0000950170-24-080678,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:2;via-primary
0001830029,GRIID Infrastructure Inc.,2024-10-31,8-K,0000950170-24-119248,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001830081,Rumble Inc.,2022-08-24,8-K,0001213900-22-050783,A,8k-text:merger:1;via-primary
0001830188,"United Homes Group, Inc.",2023-03-28,8-K,0001104659-23-037456,A,8k-text:merger:1;via-primary
0001830188,"United Homes Group, Inc.",2023-04-05,8-K,0001104659-23-042257,A,8k-text:merger:1;target:1;acquirer:4;defence:1;nonmerger:2;via-primary
0001830210,"Benson Hill, Inc.",2021-10-05,8-K,0001104659-21-122710,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2021-11-05,8-K,0001213900-21-056872,A,8k-text:merger:3;via-primary
0001830795,Quantum FinTech Acquisition Corp,2022-11-17,8-K,0001213900-22-073255,A,8k-text:merger:4;target:2;acquirer:1;defence:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2023-05-02,8-K,0001213900-23-035538,A,8k-text:merger:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2023-08-10,8-K,0001213900-23-065304,A,8k-text:merger:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2023-10-20,8-K,0001104659-23-110328,A,8k-text:merger:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2023-11-06,8-K,0001213900-23-083923,A,8k-text:merger:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2023-11-24,8-K,0001213900-23-089718,A,8k-text:merger:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2023-12-15,8-K,0001213900-23-095916,A,8k-text:merger:1;via-primary
0001830795,Quantum FinTech Acquisition Corp,2024-01-09,8-K,0001213900-24-002286,A,8k-text:merger:1;via-primary
0001831868,SeaStar Medical Holding Corp,2022-04-26,8-K,0001564590-22-015532,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001831868,SeaStar Medical Holding Corp,2022-11-04,8-K,0001193125-22-277072,A,8k-text:merger:3;target:3;acquirer:1;defence:2;nonmerger:1;via-primary
0001831978,Newbury Street Acquisition Corp,2022-12-15,8-K,0001104659-22-127178,A,8k-text:merger:4;target:1;acquirer:2;defence:1;via-primary
0001831978,Newbury Street Acquisition Corp,2023-05-16,8-K,0001213900-23-040562,A,8k-text:merger:3;via-primary
0001831978,Newbury Street Acquisition Corp,2023-07-27,8-K,0001213900-23-060253,A,8k-text:merger:3;via-primary
0001831978,Newbury Street Acquisition Corp,2024-02-27,8-K,0001213900-24-017114,A,8k-text:merger:3;via-primary
0001831978,Newbury Street Acquisition Corp,2024-12-20,8-K,0001213900-24-110798,A,8k-text:merger:4;via-primary
0001831979,Stardust Power Inc.,2023-12-13,8-K,0001213900-23-095392,A,8k-text:merger:1;via-primary
0001831979,Stardust Power Inc.,2024-04-24,8-K,0001193125-24-110418,A,8k-text:merger:1;via-primary
0001831979,Stardust Power Inc.,2024-07-12,8-K,0001493152-24-027127,A,8k-text:merger:1;target:3;acquirer:1;defence:1;nonmerger:1;via-primary
0001832351,"Fast Radius, Inc.",2021-07-19,8-K,0001564590-21-036949,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001832351,"Fast Radius, Inc.",2021-12-27,8-K,0001193125-21-366751,A,8k-text:merger:3;via-primary
0001832351,"Fast Radius, Inc.",2022-01-21,8-K,0001193125-22-013997,A,8k-text:merger:1;via-primary
0001832351,"Fast Radius, Inc.",2022-02-10,8-K,0001193125-22-034631,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001832483,Serve Robotics Inc. /DE/,2023-08-04,8-K,0001213900-23-063662,A,8k-text:merger:4;target:4;acquirer:2;defence:3;nonmerger:5;via-primary
0001832487,"Guerrilla RF, Inc.",2021-10-27,8-K,0001213900-21-054809,A,8k-text:merger:3;target:3;acquirer:2;defence:3;nonmerger:4;via-primary
0001832511,P3 Health Partners Inc.,2021-11-22,8-K,0001193125-21-335838,A,8k-text:merger:3;via-primary
0001832950,"Kernel Group Holdings, Inc.",2023-01-03,8-K,0001140361-23-000236,A,8k-text:merger:1;via-primary
0001832950,"Kernel Group Holdings, Inc.",2023-08-30,8-K,0001493152-23-030605,A,8k-text:merger:1;via-primary
0001832950,"Kernel Group Holdings, Inc.",2023-09-07,8-K,0001493152-23-031989,A,8k-text:merger:1;via-primary
0001832950,"Kernel Group Holdings, Inc.",2023-11-07,8-K,0001493152-23-039757,A,8k-text:merger:1;via-primary
0001832950,"Kernel Group Holdings, Inc.",2024-01-16,8-K,0001493152-24-002493,A,8k-text:merger:1;via-primary
0001832950,"Kernel Group Holdings, Inc.",2024-02-06,8-K,0001493152-24-005092,A,8k-text:merger:1;via-primary
0001832950,"Kernel Group Holdings, Inc.",2024-06-25,8-K,0001493152-24-025014,A,8k-text:merger:1;via-primary
0001833214,"SAB Biotherapeutics, Inc.",2021-08-16,8-K,0001493152-21-019840,A,8k-text:merger:1;via-primary
0001833498,"Spectral AI, Inc.",2022-03-14,8-K,0001213900-22-011959,A,8k-text:merger:1;via-primary
0001833498,"Spectral AI, Inc.",2023-04-17,8-K,0001140361-23-018567,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001833498,"Spectral AI, Inc.",2023-09-15,8-K,0001213900-23-077038,A,8k-text:merger:1;target:3;acquirer:1;defence:1;via-primary
0001834105,IMPACT BIOMEDICAL INC.,2025-06-23,8-K,0001641172-25-016002,A,8k-text:merger:1;target:2;acquirer:1;via-primary
0001834342,Evo Acquisition Corp,2023-04-27,8-K,0001213900-23-032924,A,8k-text:merger:1;via-primary
0001834645,"Peak Bio, Inc.",2022-10-27,8-K,0001193125-22-270443,A,8k-text:merger:1;via-primary
0001834645,"Peak Bio, Inc.",2022-11-02,8-K,0001193125-22-275470,A,8k-text:merger:1;via-primary
0001834645,"Peak Bio, Inc.",2024-03-05,8-K,0001193125-24-059366,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001834645,"Peak Bio, Inc.",2024-11-14,8-K,0000950170-24-127099,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001835512,Terran Orbital Corp,2021-10-28,8-K,0001104659-21-131126,A,8k-text:merger:3;via-primary
0001835512,Terran Orbital Corp,2024-08-21,8-K,0000950170-24-099534,A,8k-text:merger:3;target:4;acquirer:1;defence:3;via-primary
0001835856,Better Home & Finance Holding Co,2021-10-29,8-K,0001193125-21-311621,A,8k-text:merger:3;via-primary
0001835856,Better Home & Finance Holding Co,2021-12-02,8-K,0001193125-21-345714,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001835856,Better Home & Finance Holding Co,2023-02-08,8-K,0001104659-23-012052,A,8k-text:merger:3;via-primary
0001835856,Better Home & Finance Holding Co,2023-02-23,8-K,0001104659-23-024537,A,8k-text:merger:3;via-primary
0001835856,Better Home & Finance Holding Co,2023-08-28,8-K,0001628280-23-030682,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:3;via-primary
0001836100,Goal Acquisitions Corp.,2023-02-10,8-K,0001493152-23-004326,A,8k-text:merger:4;target:2;acquirer:1;defence:1;via-primary
0001836176,Fathom Digital Manufacturing Corp,2021-11-16,8-K,0001193125-21-331240,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001836176,Fathom Digital Manufacturing Corp,2021-12-30,8-K,0001193125-21-370706,A,8k-text:merger:1;target:2;acquirer:1;defence:1;nonmerger:2;via-primary
0001836875,Nuvve Holding Corp.,2021-03-25,8-K,0001213900-21-017736,A,8k-text:merger:2;target:2;acquirer:2;defence:1;nonmerger:3;via-primary
0001837014,"SmartRent, Inc.",2021-07-26,8-K,0001104659-21-095565,A,8k-text:merger:1;via-primary
0001837240,Symbotic Inc.,2022-06-13,8-K,0001193125-22-172211,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001837607,"AEON Biopharma, Inc.",2022-12-13,8-K,0001104659-22-126489,A,8k-text:merger:1;target:2;acquirer:2;defence:1;via-primary
0001837607,"AEON Biopharma, Inc.",2023-01-11,8-K,0001104659-23-003086,A,8k-text:merger:1;via-primary
0001837607,"AEON Biopharma, Inc.",2023-05-01,8-K,0001104659-23-053387,A,8k-text:merger:1;target:1;acquirer:1;via-primary
0001837607,"AEON Biopharma, Inc.",2023-06-30,8-K,0001104659-23-076531,A,8k-text:merger:1;target:1;acquirer:1;via-primary
0001837607,"AEON Biopharma, Inc.",2023-07-27,8-K,0001104659-23-084851,A,8k-text:merger:1;target:1;acquirer:1;defence:1;nonmerger:4;via-primary
0001838163,Brand Engagement Network Inc.,2023-01-27,8-K,0001193125-23-017772,A,8k-text:merger:2;via-primary
0001838359,"Rigetti Computing, Inc.",2021-10-06,8-K,0001193125-21-292696,A,8k-text:merger:4;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001838359,"Rigetti Computing, Inc.",2021-12-23,8-K,0001193125-21-366325,A,8k-text:merger:3;via-primary
0001838359,"Rigetti Computing, Inc.",2022-01-10,8-K,0001193125-22-005796,A,8k-text:merger:2;via-primary
0001838615,"Alvarium Tiedemann Holdings, Inc.",2022-02-11,8-K,0001193125-22-035919,A,8k-text:merger:1;via-primary
0001838615,"Alvarium Tiedemann Holdings, Inc.",2022-05-13,8-K,0001193125-22-149467,A,8k-text:merger:1;via-primary
0001838615,"Alvarium Tiedemann Holdings, Inc.",2022-08-08,8-K,0001193125-22-215073,A,8k-text:merger:1;via-primary
0001838615,"Alvarium Tiedemann Holdings, Inc.",2022-10-26,8-K,0001193125-22-268793,A,8k-text:merger:1;target:2;acquirer:1;nonmerger:2;via-primary
0001838615,"Alvarium Tiedemann Holdings, Inc.",2023-01-09,8-K,0001193125-23-004775,A,8k-text:merger:1;target:2;acquirer:1;defence:1;nonmerger:4;via-primary
0001839132,Movella Holdings Inc.,2022-10-04,8-K,0001213900-22-061537,A,8k-text:merger:3;target:2;acquirer:1;defence:2;via-primary
0001839132,Movella Holdings Inc.,2023-02-13,8-K,0001193125-23-035948,A,8k-text:merger:2;target:3;acquirer:2;defence:2;nonmerger:4;via-primary
0001839341,"Core Scientific, Inc./tx",2021-12-30,8-K,0001193125-21-370602,A,8k-text:merger:2;target:3;acquirer:1;via-primary
0001839341,"Core Scientific, Inc./tx",2022-01-24,8-K,0001193125-22-016157,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:4;via-primary
0001839341,"Core Scientific, Inc./tx",2025-07-07,8-K,0001193125-25-156266,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001839360,FaZe Holdings Inc.,2022-03-10,8-K,0001213900-22-011636,A,8k-text:merger:3;target:2;acquirer:2;nonmerger:1;via-primary
0001839360,FaZe Holdings Inc.,2022-07-22,8-K,0001193125-22-200145,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001839360,FaZe Holdings Inc.,2023-10-20,8-K,0001013762-23-005266,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001839412,QualTek Services Inc.,2021-06-17,8-K,0001104659-21-082372,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001839412,QualTek Services Inc.,2022-02-16,8-K,0001104659-22-024331,A,8k-text:merger:1;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0001839530,"XBP Global Holdings, Inc.",2022-10-11,8-K,0001213900-22-062919,A,8k-text:merger:3;via-primary
0001839608,"Getaround, Inc",2022-05-13,8-K,0001193125-22-150304,A,8k-text:merger:4;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001839608,"Getaround, Inc",2022-12-14,8-K,0001193125-22-304902,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:2;via-primary
0001839998,"American Oncology Network, Inc.",2023-01-06,8-K,0001104659-23-001863,A,8k-text:merger:1;via-primary
0001839998,"American Oncology Network, Inc.",2023-04-28,8-K,0001104659-23-051793,A,8k-text:merger:1;via-primary
0001839998,"American Oncology Network, Inc.",2023-05-02,8-K,0001104659-23-054712,A,8k-text:merger:1;via-primary
0001839998,"American Oncology Network, Inc.",2023-06-15,8-K,0001104659-23-071328,A,8k-text:merger:1;via-primary
0001840199,Waldencast plc,2022-05-24,8-K,0001213900-22-029291,A,8k-text:merger:1;via-primary
0001840199,Waldencast plc,2022-07-15,8-K,0001213900-22-039705,A,8k-text:merger:3;via-primary
0001840292,"Heliogen, Inc.",2021-07-07,8-K,0001213900-21-035870,A,8k-text:merger:1;target:4;acquirer:1;via-primary
0001840292,"Heliogen, Inc.",2022-01-06,8-K,0001213900-22-000981,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001840292,"Heliogen, Inc.",2025-05-29,8-K,0001213900-25-048489,A,8k-text:merger:4;target:1;acquirer:1;defence:2;nonmerger:1;via-primary
0001840292,"Heliogen, Inc.",2025-08-11,8-K,0001213900-25-073828,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001840317,VEEA INC.,2023-12-01,8-K,0001213900-23-092112,A,8k-text:merger:1;target:3;acquirer:1;defence:1;via-primary
0001840317,VEEA INC.,2024-06-06,8-K,0001213900-24-050218,A,8k-text:merger:1;via-primary
0001840317,VEEA INC.,2024-09-12,8-K,0001213900-24-077860,A,8k-text:merger:1;via-primary
0001840317,VEEA INC.,2024-09-24,8-K,0001213900-24-081217,A,8k-text:merger:1;target:3;acquirer:1;defence:1;via-primary
0001840563,PMGC Holdings Inc.,2024-12-30,8-K,0001213900-24-113227,A,8k-text:merger:2;via-primary
0001840563,PMGC Holdings Inc.,2026-07-09,8-K,0001213900-26-076709,A,8k-text:merger:1;via-primary
0001840780,Local Bounti Corporation/DE,2021-06-21,8-K,0001193125-21-194145,A,8k-text:merger:3;target:3;acquirer:1;via-primary
0001840780,Local Bounti Corporation/DE,2021-11-05,8-K,0001193125-21-321083,A,8k-text:merger:4;target:3;acquirer:2;nonmerger:1;via-primary
0001840780,Local Bounti Corporation/DE,2021-11-22,8-K,0001193125-21-335931,A,8k-text:merger:3;target:2;acquirer:2;defence:1;via-primary
0001840780,Local Bounti Corporation/DE,2021-11-24,8-K,0001193125-21-340458,A,8k-text:merger:3;target:2;acquirer:4;defence:1;nonmerger:3;via-primary
0001840792,VPC Impact Acquisition Holdings II,2021-09-29,8-K,0001193125-21-285946,A,8k-text:merger:1;via-primary
0001840856,"SOUNDHOUND AI, INC.",2022-04-14,8-K,0001213900-22-019844,A,8k-text:merger:1;via-primary
0001840877,"Envoy Medical, Inc.",2023-10-05,8-K,0001013762-23-002246,A,8k-text:merger:2;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001840877,"Envoy Medical, Inc.",2024-12-20,8-K,0001213900-24-111279,A,8k-text:merger:1;via-primary
0001841125,"Bolt Projects Holdings, Inc.",2023-10-04,8-K,0001013762-23-001388,A,8k-text:merger:1;target:2;acquirer:1;via-primary
0001841125,"Bolt Projects Holdings, Inc.",2024-06-13,8-K,0001213900-24-052458,A,8k-text:merger:1;via-primary
0001841408,Dave Inc./DE,2021-06-07,8-K,0001193125-21-183575,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001841408,Dave Inc./DE,2022-01-11,8-K,0001193125-22-006854,A,8k-text:merger:4;target:1;acquirer:3;defence:1;nonmerger:1;via-primary
0001841425,"Verde Clean Fuels, Inc.",2022-11-15,8-K,0001213900-22-072838,A,8k-text:merger:1;via-primary
0001841425,"Verde Clean Fuels, Inc.",2023-02-21,8-K,0001213900-23-013297,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001841586,"Industrial Tech Acquisitions II, Inc.",2022-11-21,8-K,0001213900-22-073996,A,8k-text:merger:4;target:3;acquirer:1;via-primary
0001841586,"Industrial Tech Acquisitions II, Inc.",2023-04-20,8-K,0001213900-23-031318,A,8k-text:merger:4;via-primary
0001841761,"Grove Collaborative Holdings, Inc.",2021-12-08,8-K,0000950103-21-019456,A,8k-text:merger:3;target:3;acquirer:2;defence:1;via-primary
0001841761,"Grove Collaborative Holdings, Inc.",2022-06-23,8-K,0001193125-22-180310,A,8k-text:merger:3;target:3;acquirer:2;defence:1;via-primary
